Namespace(simulation='springs', num_train=50000, num_valid=10000, num_test=10000, length=5000, sample_freq=100, n_balls=5, seed=42, datadir='data/uninfluenced', temperature=0.1, temperature_dist=False, temperature_alpha=None, temperature_num_cats=None, undirected=False, fixed_particle=False, influencer_particle=False, confounder=False, uninfluenced_particle=True, fixed_connectivity=True, length_test=5000)
_springs5_uninfluenced_oneconnect
Generating 50000 training simulations
[5;30;41mEdges are fixed to be: [0m
[[0. 1. 1. 1. 0.]
 [0. 0. 1. 1. 1.]
 [0. 1. 0. 0. 0.]
 [0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0.]]
Iter: 0, Simulation time: 0.11396408081054688
Iter: 26000, Simulation time: 0.11317110061645508
Iter: 26100, Simulation time: 0.1135108470916748
Iter: 26200, Simulation time: 0.11355185508728027
Iter: 26300, Simulation time: 0.11461305618286133
Iter: 26400, Simulation time: 0.11377501487731934
Iter: 26500, Simulation time: 0.11317825317382812
Iter: 26600, Simulation time: 0.11574292182922363
Iter: 26700, Simulation time: 0.11313366889953613
Iter: 26800, Simulation time: 0.11478304862976074
Iter: 26900, Simulation time: 0.1133730411529541
Iter: 27000, Simulation time: 0.11309075355529785
Iter: 27100, Simulation time: 0.11303400993347168
Iter: 27200, Simulation time: 0.11560702323913574
Iter: 27300, Simulation time: 0.11360502243041992
Iter: 27400, Simulation time: 0.11312103271484375
Iter: 27500, Simulation time: 0.11326885223388672
Iter: 27600, Simulation time: 0.1141061782836914
Iter: 27700, Simulation time: 0.11344790458679199
Iter: 27800, Simulation time: 0.11369681358337402
Iter: 27900, Simulation time: 0.11713385581970215
Iter: 28000, Simulation time: 0.11481308937072754
Iter: 28100, Simulation time: 0.11378097534179688
Iter: 28200, Simulation time: 0.11362290382385254
Iter: 28300, Simulation time: 0.11370491981506348
Iter: 28400, Simulation time: 0.1145479679107666
Iter: 28500, Simulation time: 0.11406779289245605
Iter: 28600, Simulation time: 0.11337900161743164
Iter: 28700, Simulation time: 0.11338615417480469
Iter: 28800, Simulation time: 0.11295890808105469
Iter: 28900, Simulation time: 0.11475491523742676
Iter: 29000, Simulation time: 0.11352705955505371
Iter: 29100, Simulation time: 0.11338376998901367
Iter: 29200, Simulation time: 0.11331510543823242
Iter: 29300, Simulation time: 0.11516690254211426
Iter: 29400, Simulation time: 0.11342215538024902
Iter: 29500, Simulation time: 0.1134490966796875
Iter: 29600, Simulation time: 0.1134030818939209
Iter: 29700, Simulation time: 0.11412882804870605
Iter: 29800, Simulation time: 0.11371779441833496
Iter: 29900, Simulation time: 0.11322808265686035
Iter: 30000, Simulation time: 0.11337399482727051
Iter: 30100, Simulation time: 0.11491107940673828
Iter: 30200, Simulation time: 0.11342573165893555
Iter: 30300, Simulation time: 0.11336302757263184
Iter: 30400, Simulation time: 0.11358904838562012
Iter: 30500, Simulation time: 0.11447501182556152
Iter: 30600, Simulation time: 0.11385607719421387
Iter: 30700, Simulation time: 0.11330509185791016
Iter: 30800, Simulation time: 0.11373782157897949
Iter: 30900, Simulation time: 0.11359381675720215
Iter: 31000, Simulation time: 0.11493492126464844
Iter: 31100, Simulation time: 0.11345982551574707
Iter: 31200, Simulation time: 0.11351299285888672
Iter: 31300, Simulation time: 0.1129000186920166
Iter: 31400, Simulation time: 0.11543488502502441
Iter: 31500, Simulation time: 0.11313104629516602
Iter: 31600, Simulation time: 0.11293721199035645
Iter: 31700, Simulation time: 0.11313915252685547
Iter: 31800, Simulation time: 0.11409211158752441
Iter: 31900, Simulation time: 0.11356687545776367
Iter: 32000, Simulation time: 0.11369514465332031
Iter: 32100, Simulation time: 0.11384105682373047
Iter: 32200, Simulation time: 0.11460709571838379
Iter: 32300, Simulation time: 0.11361312866210938
Iter: 32400, Simulation time: 0.11353540420532227
Iter: 32500, Simulation time: 0.11306524276733398
Iter: 32600, Simulation time: 0.11436867713928223
Iter: 32700, Simulation time: 0.11403799057006836
Iter: 32800, Simulation time: 0.11331677436828613
Iter: 32900, Simulation time: 0.11392688751220703
Iter: 33000, Simulation time: 0.11321496963500977
Iter: 33100, Simulation time: 0.11493182182312012
Iter: 33200, Simulation time: 0.11345386505126953
Iter: 33300, Simulation time: 0.11325383186340332
Iter: 33400, Simulation time: 0.11303114891052246
Iter: 33500, Simulation time: 0.11555099487304688
Iter: 33600, Simulation time: 0.11352300643920898
Iter: 33700, Simulation time: 0.11298990249633789
Iter: 33800, Simulation time: 0.11316394805908203
Iter: 33900, Simulation time: 0.11384701728820801
Iter: 34000, Simulation time: 0.1127169132232666
Iter: 34100, Simulation time: 0.11373305320739746
Iter: 34200, Simulation time: 0.11516284942626953
Iter: 34300, Simulation time: 0.11468386650085449
Iter: 34400, Simulation time: 0.11409711837768555
Iter: 34500, Simulation time: 0.12006998062133789
Iter: 34600, Simulation time: 0.1140599250793457
Iter: 34700, Simulation time: 0.11440682411193848
Iter: 34800, Simulation time: 0.11445903778076172
Iter: 34900, Simulation time: 0.11285781860351562
Iter: 35000, Simulation time: 0.11385273933410645
Iter: 35100, Simulation time: 0.11317873001098633
Iter: 35200, Simulation time: 0.11538219451904297
Iter: 35300, Simulation time: 0.11391329765319824
Iter: 35400, Simulation time: 0.11374020576477051
Iter: 35500, Simulation time: 0.11326479911804199
Iter: 35600, Simulation time: 0.1152498722076416
Iter: 35700, Simulation time: 0.1134347915649414
Iter: 35800, Simulation time: 0.11308097839355469
Iter: 35900, Simulation time: 0.1133430004119873
Iter: 36000, Simulation time: 0.1141061782836914
Iter: 36100, Simulation time: 0.1132359504699707
Iter: 36200, Simulation time: 0.11319112777709961
Iter: 36300, Simulation time: 0.1135244369506836
Iter: 36400, Simulation time: 0.11450386047363281
Iter: 36500, Simulation time: 0.11345291137695312
Iter: 36600, Simulation time: 0.11351823806762695
Iter: 36700, Simulation time: 0.11324810981750488
Iter: 36800, Simulation time: 0.11427140235900879
Iter: 36900, Simulation time: 0.11400794982910156
Iter: 37000, Simulation time: 0.11304593086242676
Iter: 37100, Simulation time: 0.11349773406982422
Iter: 37200, Simulation time: 0.11340713500976562
Iter: 37300, Simulation time: 0.11456608772277832
Iter: 37400, Simulation time: 0.11331677436828613
Iter: 37500, Simulation time: 0.11321616172790527
Iter: 37600, Simulation time: 0.11281013488769531
Iter: 37700, Simulation time: 0.11589717864990234
Iter: 37800, Simulation time: 0.11333513259887695
Iter: 37900, Simulation time: 0.11302900314331055
Iter: 38000, Simulation time: 0.11366510391235352
Iter: 38100, Simulation time: 0.11418604850769043
Iter: 38200, Simulation time: 0.11311006546020508
Iter: 38300, Simulation time: 0.11319184303283691
Iter: 38400, Simulation time: 0.11343789100646973
Iter: 38500, Simulation time: 0.11427187919616699
Iter: 38600, Simulation time: 0.11346101760864258
Iter: 38700, Simulation time: 0.11320209503173828
Iter: 38800, Simulation time: 0.1128840446472168
Iter: 38900, Simulation time: 0.11418414115905762
Iter: 39000, Simulation time: 0.1146690845489502
Iter: 39100, Simulation time: 0.11294913291931152
Iter: 39200, Simulation time: 0.11327791213989258
Iter: 39300, Simulation time: 0.11343193054199219
Iter: 39400, Simulation time: 0.11505389213562012
Iter: 39500, Simulation time: 0.11353778839111328
Iter: 39600, Simulation time: 0.11328411102294922
Iter: 39700, Simulation time: 0.11302304267883301
Iter: 39800, Simulation time: 0.11560297012329102
Iter: 39900, Simulation time: 0.11309194564819336
Iter: 40000, Simulation time: 0.11292386054992676
Iter: 40100, Simulation time: 0.1132819652557373
Iter: 40200, Simulation time: 0.1142740249633789
Iter: 40300, Simulation time: 0.11696004867553711
Iter: 40400, Simulation time: 0.11356377601623535
Iter: 40500, Simulation time: 0.11366415023803711
Iter: 40600, Simulation time: 0.11461997032165527
Iter: 40700, Simulation time: 0.11395406723022461
Iter: 40800, Simulation time: 0.1138451099395752
Iter: 40900, Simulation time: 0.11342692375183105
Iter: 41000, Simulation time: 0.11415314674377441
Iter: 41100, Simulation time: 0.11382913589477539
Iter: 41200, Simulation time: 0.11267828941345215
Iter: 41300, Simulation time: 0.11347389221191406
Iter: 41400, Simulation time: 0.11314988136291504
Iter: 41500, Simulation time: 0.11491107940673828
Iter: 41600, Simulation time: 0.11348724365234375
Iter: 41700, Simulation time: 0.11333918571472168
Iter: 41800, Simulation time: 0.11295413970947266
Iter: 41900, Simulation time: 0.11548995971679688
Iter: 42000, Simulation time: 0.11309003829956055
Iter: 42100, Simulation time: 0.11364126205444336
Iter: 42200, Simulation time: 0.1136469841003418
Iter: 42300, Simulation time: 0.11436796188354492
Iter: 42400, Simulation time: 0.11324381828308105
Iter: 42500, Simulation time: 0.11329317092895508
Iter: 42600, Simulation time: 0.11351490020751953
Iter: 42700, Simulation time: 0.11405110359191895
Iter: 42800, Simulation time: 0.11333107948303223
Iter: 42900, Simulation time: 0.11368393898010254
Iter: 43000, Simulation time: 0.11334800720214844
Iter: 43100, Simulation time: 0.11431598663330078
Iter: 43200, Simulation time: 0.11393594741821289
Iter: 43300, Simulation time: 0.11292076110839844
Iter: 43400, Simulation time: 0.11337614059448242
Iter: 43500, Simulation time: 0.11392593383789062
Iter: 43600, Simulation time: 0.1147160530090332
Iter: 43700, Simulation time: 0.11403870582580566
Iter: 43800, Simulation time: 0.11346983909606934
Iter: 43900, Simulation time: 0.1130530834197998
Iter: 44000, Simulation time: 0.11542606353759766
Iter: 44100, Simulation time: 0.11359095573425293
Iter: 44200, Simulation time: 0.11341023445129395
Iter: 44300, Simulation time: 0.1137840747833252
Iter: 44400, Simulation time: 0.11477088928222656
Iter: 44500, Simulation time: 0.11362028121948242
Iter: 44600, Simulation time: 0.11381888389587402
Iter: 44700, Simulation time: 0.11371493339538574
Iter: 44800, Simulation time: 0.11452007293701172
Iter: 44900, Simulation time: 0.11306595802307129
Iter: 45000, Simulation time: 0.1131739616394043
Iter: 45100, Simulation time: 0.11329221725463867
Iter: 45200, Simulation time: 0.11432790756225586
Iter: 45300, Simulation time: 0.11376309394836426
Iter: 45400, Simulation time: 0.11272788047790527
Iter: 45500, Simulation time: 0.11328005790710449
Iter: 45600, Simulation time: 0.11318802833557129
Iter: 45700, Simulation time: 0.11512899398803711
Iter: 45800, Simulation time: 0.11369109153747559
Iter: 45900, Simulation time: 0.11365771293640137
Iter: 46000, Simulation time: 0.11322283744812012
Iter: 46100, Simulation time: 0.11784219741821289
Iter: 46200, Simulation time: 0.11333179473876953
Iter: 46300, Simulation time: 0.11321210861206055
Iter: 46400, Simulation time: 0.11329317092895508
Iter: 46500, Simulation time: 0.1141359806060791
Iter: 46600, Simulation time: 0.11301088333129883
Iter: 46700, Simulation time: 0.11336684226989746
Iter: 46800, Simulation time: 0.11352300643920898
Iter: 46900, Simulation time: 0.11416292190551758
Iter: 47000, Simulation time: 0.11369490623474121
Iter: 47100, Simulation time: 0.11373472213745117
Iter: 47200, Simulation time: 0.11299490928649902
Iter: 47300, Simulation time: 0.11408805847167969
Iter: 47400, Simulation time: 0.11558127403259277
Iter: 47500, Simulation time: 0.11332201957702637
Iter: 47600, Simulation time: 0.11401605606079102
Iter: 47700, Simulation time: 0.11308622360229492
Iter: 47800, Simulation time: 0.1149129867553711
Iter: 47900, Simulation time: 0.1136772632598877
Iter: 48000, Simulation time: 0.11387109756469727
Iter: 48100, Simulation time: 0.11299014091491699
Iter: 48200, Simulation time: 0.11521506309509277
Iter: 48300, Simulation time: 0.11368393898010254
Iter: 48400, Simulation time: 0.11307287216186523
Iter: 48500, Simulation time: 0.11321687698364258
Iter: 48600, Simulation time: 0.11445999145507812
Iter: 48700, Simulation time: 0.11312007904052734
Iter: 48800, Simulation time: 0.11385488510131836
Iter: 48900, Simulation time: 0.11368203163146973
Iter: 49000, Simulation time: 0.11440491676330566
Iter: 49100, Simulation time: 0.11368012428283691
Iter: 49200, Simulation time: 0.11329293251037598
Iter: 49300, Simulation time: 0.11347007751464844
Iter: 49400, Simulation time: 0.11440706253051758
Iter: 49500, Simulation time: 0.11401891708374023
Iter: 49600, Simulation time: 0.11283612251281738
Iter: 49700, Simulation time: 0.11309623718261719
Iter: 49800, Simulation time: 0.11349701881408691
Iter: 49900, Simulation time: 0.11441826820373535
Generating 10000 validation simulations
[[0. 1. 1. 1. 0.]
 [0. 0. 1. 1. 1.]
 [0. 1. 0. 0. 0.]
 [0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0.]]
Iter: 0, Simulation time: 0.11413884162902832
Iter: 100, Simulation time: 0.11321711540222168
Iter: 200, Simulation time: 0.11347723007202148
Iter: 300, Simulation time: 0.11377191543579102
Iter: 400, Simulation time: 0.11301136016845703
Iter: 500, Simulation time: 0.11391401290893555
Iter: 600, Simulation time: 0.11324191093444824
Iter: 700, Simulation time: 0.11237597465515137
Iter: 800, Simulation time: 0.1132500171661377
Iter: 900, Simulation time: 0.11329197883605957
Iter: 1000, Simulation time: 0.11299991607666016
Iter: 1100, Simulation time: 0.11253190040588379
Iter: 1200, Simulation time: 0.11458301544189453
Iter: 1300, Simulation time: 0.11352705955505371
Iter: 1400, Simulation time: 0.11336398124694824
Iter: 1500, Simulation time: 0.11292004585266113
Iter: 1600, Simulation time: 0.11366724967956543
Iter: 1700, Simulation time: 0.1135859489440918
Iter: 1800, Simulation time: 0.11376404762268066
Iter: 1900, Simulation time: 0.11596393585205078
Iter: 2000, Simulation time: 0.11404180526733398
Iter: 2100, Simulation time: 0.11353707313537598
Iter: 2200, Simulation time: 0.11342811584472656
Iter: 2300, Simulation time: 0.11332011222839355
Iter: 2400, Simulation time: 0.1139981746673584
Iter: 2500, Simulation time: 0.11351203918457031
Iter: 2600, Simulation time: 0.11370706558227539
Iter: 2700, Simulation time: 0.11342906951904297
Iter: 2800, Simulation time: 0.11307597160339355
Iter: 2900, Simulation time: 0.11463809013366699
Iter: 3000, Simulation time: 0.11372995376586914
Iter: 3100, Simulation time: 0.11383390426635742
Iter: 3200, Simulation time: 0.11307382583618164
Iter: 3300, Simulation time: 0.11446881294250488
Iter: 3400, Simulation time: 0.11385273933410645
Iter: 3500, Simulation time: 0.11330890655517578
Iter: 3600, Simulation time: 0.11357712745666504
Iter: 3700, Simulation time: 0.1139981746673584
Iter: 3800, Simulation time: 0.1133720874786377
Iter: 3900, Simulation time: 0.11336398124694824
Iter: 4000, Simulation time: 0.11384701728820801
Iter: 4100, Simulation time: 0.11452507972717285
Iter: 4200, Simulation time: 0.1132810115814209
Iter: 4300, Simulation time: 0.11355113983154297
Iter: 4400, Simulation time: 0.11352801322937012
Iter: 4500, Simulation time: 0.11462974548339844
Iter: 4600, Simulation time: 0.11385297775268555
Iter: 4700, Simulation time: 0.11336398124694824
Iter: 4800, Simulation time: 0.11325287818908691
Iter: 4900, Simulation time: 0.11358070373535156
Iter: 5000, Simulation time: 0.1141197681427002
Iter: 5100, Simulation time: 0.11300110816955566
